mechanism,rate,method,incidents,reciprocal_rank,reciprocal_rank_sd,avg_at_5,hit_at_1,hit_at_3,hit_at_5,normalized_rank,elapsed_ms,realized_rate,reciprocal_rank_se
burst,0.5,qarca_quality_only,375,0.2816759127775984,0.135826349317814,0.29136,0.11013333333333335,0.29573333333333335,0.46080000000000004,0.25229319172068637,1791.5723779462433,0.5000233934616154,0.007014042518453931
burst,0.5,qarca_structural_only,375,0.2296610155639241,0.25747190120178276,0.23626666666666665,0.08,0.2613333333333333,0.4053333333333333,0.35204059334475385,1791.4332245060089,0.5000233934616154,0.013295791806278214
incident,0.1,baro,375,0.46592306222221236,0.3696079837957664,0.5060266666666666,0.31093333333333334,0.5189333333333334,0.6632,0.1398878520839574,397.3163878393825,0.09999998422401103,0.019086474211550724
incident,0.1,median_shift,375,0.48632255962296306,0.37389491731374846,0.53856,0.3288,0.5685333333333333,0.6765333333333333,0.13806911889498538,112.49297058678543,0.09999998422401103,0.019307850506503292
incident,0.1,nsigma,375,0.6284272300408029,0.3758251060721569,0.6768533333333333,0.4976,0.7085333333333333,0.7850666666666666,0.10576017863880692,329.79279149337674,0.09999998422401103,0.019407525025387996
incident,0.1,qarca,375,0.8973104946904947,0.23614522157362092,0.9260266666666667,0.8413333333333334,0.936,0.9765333333333333,0.014780042185480026,540.0710020258401,0.09999998422401103,0.012194486805881257
incident,0.1,qarca_no_incident_train,375,0.7529589106410628,0.33683714644406687,0.7880533333333333,0.6570666666666667,0.8045333333333333,0.8762666666666667,0.04531388990950533,539.6822006932615,0.09999998422401103,0.017394195447492
incident,0.1,qarca_no_quality,375,0.6879034207004328,0.37660676678704263,0.71584,0.5933333333333334,0.7258666666666667,0.8125333333333333,0.06303623299745773,539.5125770660118,0.09999998422401103,0.019447889811136487
incident,0.1,qarca_no_quality_original,375,0.709767786734526,0.36073550669727106,0.74448,0.6093333333333333,0.7578666666666667,0.8423999999999999,0.05649163057395756,539.4811514937319,0.09999998422401103,0.018628301464323
incident,0.1,qarca_original_train,375,0.44935642970580836,0.4148825903414196,0.44384,0.3565333333333333,0.44906666666666667,0.5229333333333334,0.2647665640127756,539.7400321338171,0.09999998422401103,0.021424444840316165
incident,0.1,qarca_quality_only,375,0.6057432914791345,0.35610593809514923,0.67648,0.43466666666666665,0.7125333333333334,0.8423999999999999,0.07540773120055422,539.1903670135109,0.09999998422401103,0.018389231569707766
incident,0.1,qarca_structural_only,375,0.2296610155639241,0.25747190120178276,0.23626666666666665,0.08,0.2613333333333333,0.4053333333333333,0.35204059334475385,539.0401714664108,0.09999998422401103,0.013295791806278214
incident,0.3,baro,375,0.1909877385774175,0.23887770212831222,0.16624,0.07626666666666668,0.16533333333333333,0.26213333333333333,0.44807836914675286,389.5117428003189,0.299999954555718,0.012335591494976657
incident,0.3,median_shift,375,0.2219866955401128,0.24258680788834405,0.20746666666666666,0.09466666666666666,0.21573333333333336,0.3085333333333333,0.3566442072104058,114.48682722657298,0.299999954555718,0.01252712889281566
incident,0.3,nsigma,375,0.19638172582352661,0.2524588713578503,0.17936000000000002,0.084,0.18106666666666668,0.2672,0.45435844366976674,325.1959077071709,0.299999954555718,0.013036920058283663
incident,0.3,qarca,375,0.824787930107971,0.2825351057931543,0.87168,0.7325333333333333,0.8941333333333333,0.9586666666666667,0.02621735592297747,551.8482715990084,0.299999954555718,0.014590050126077829
incident,0.3,qarca_no_incident_train,375,0.41997055824933144,0.3205621451294816,0.45648,0.248,0.4730666666666667,0.6349333333333333,0.14534644802943494,551.4454568525621,0.299999954555718,0.0165537579934801
incident,0.3,qarca_no_quality,375,0.36754761777346917,0.29470604702310726,0.40597333333333335,0.1869333333333333,0.41786666666666666,0.6096,0.15837899255122118,551.2744867995382,0.299999954555718,0.01521855482862819
