system,case_id,method,mechanism,auc
TT,TT/ts-train-service_disk/2,nsigma,burst,0.98
TT,TT/ts-train-service_disk/2,qarca,burst,0.9316666666666666
TT,TT/ts-train-service_disk/2,qarca_no_incident_train,burst,0.9450000000000001
TT,TT/ts-train-service_disk/2,qarca_no_quality,burst,0.9566666666666667
TT,TT/ts-train-service_disk/2,qarca_no_quality_original,burst,0.885
TT,TT/ts-train-service_disk/2,qarca_original_train,burst,0.8639999999999999
TT,TT/ts-train-service_disk/2,qarca_quality_only,burst,0.12768428313621136
TT,TT/ts-train-service_disk/2,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-train-service_disk/3,baro,burst,0.556476911976912
TT,TT/ts-train-service_disk/3,median_shift,burst,0.2129994254111901
TT,TT/ts-train-service_disk/3,nsigma,burst,0.98
TT,TT/ts-train-service_disk/3,qarca,burst,0.9433333333333334
TT,TT/ts-train-service_disk/3,qarca_no_incident_train,burst,0.9566666666666667
TT,TT/ts-train-service_disk/3,qarca_no_quality,burst,0.9533333333333334
TT,TT/ts-train-service_disk/3,qarca_no_quality_original,burst,0.895
TT,TT/ts-train-service_disk/3,qarca_original_train,burst,0.895
TT,TT/ts-train-service_disk/3,qarca_quality_only,burst,0.13886168502157864
TT,TT/ts-train-service_disk/3,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-train-service_disk/4,baro,burst,0.5611428571428572
TT,TT/ts-train-service_disk/4,median_shift,burst,0.3480888278388278
TT,TT/ts-train-service_disk/4,nsigma,burst,0.97
TT,TT/ts-train-service_disk/4,qarca,burst,0.9533333333333334
TT,TT/ts-train-service_disk/4,qarca_no_incident_train,burst,0.95
TT,TT/ts-train-service_disk/4,qarca_no_quality,burst,0.9533333333333334
TT,TT/ts-train-service_disk/4,qarca_no_quality_original,burst,0.8866666666666667
TT,TT/ts-train-service_disk/4,qarca_original_train,burst,0.875
TT,TT/ts-train-service_disk/4,qarca_quality_only,burst,0.21323213253769854
TT,TT/ts-train-service_disk/4,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-train-service_disk/5,baro,burst,0.3042380952380952
TT,TT/ts-train-service_disk/5,median_shift,burst,0.1374607760488565
TT,TT/ts-train-service_disk/5,nsigma,burst,0.98
TT,TT/ts-train-service_disk/5,qarca,burst,0.9666666666666667
TT,TT/ts-train-service_disk/5,qarca_no_incident_train,burst,0.9566666666666667
TT,TT/ts-train-service_disk/5,qarca_no_quality,burst,0.97
TT,TT/ts-train-service_disk/5,qarca_no_quality_original,burst,0.9166666666666666
TT,TT/ts-train-service_disk/5,qarca_original_train,burst,0.818
TT,TT/ts-train-service_disk/5,qarca_quality_only,burst,0.12028004777972806
TT,TT/ts-train-service_disk/5,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-train-service_loss/1,baro,burst,0.15224676243626672
TT,TT/ts-train-service_loss/1,median_shift,burst,0.11292826520458098
TT,TT/ts-train-service_loss/1,nsigma,burst,0.43999999999999995
TT,TT/ts-train-service_loss/1,qarca,burst,0.4460793650793651
TT,TT/ts-train-service_loss/1,qarca_no_incident_train,burst,0.40788095238095246
TT,TT/ts-train-service_loss/1,qarca_no_quality,burst,0.606
TT,TT/ts-train-service_loss/1,qarca_no_quality_original,burst,0.39833549783549776
TT,TT/ts-train-service_loss/1,qarca_original_train,burst,0.41969047619047617
TT,TT/ts-train-service_loss/1,qarca_quality_only,burst,0.584
TT,TT/ts-train-service_loss/1,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-train-service_loss/2,baro,burst,0.06314446692798083
TT,TT/ts-train-service_loss/2,median_shift,burst,0.05115556818116952
TT,TT/ts-train-service_loss/2,nsigma,burst,0.97
TT,TT/ts-train-service_loss/2,qarca,burst,0.37427777777777776
TT,TT/ts-train-service_loss/2,qarca_no_incident_train,burst,0.41898484848484846
TT,TT/ts-train-service_loss/2,qarca_no_quality,burst,0.5666753246753247
TT,TT/ts-train-service_loss/2,qarca_no_quality_original,burst,0.40317460317460313
TT,TT/ts-train-service_loss/2,qarca_original_train,burst,0.3906746031746031
TT,TT/ts-train-service_loss/2,qarca_quality_only,burst,0.06459284211535857
TT,TT/ts-train-service_loss/2,qarca_structural_only,burst,0.0434782608695652
TT,TT/ts-train-service_loss/3,baro,burst,0.6100248447204969
TT,TT/ts-train-service_loss/3,median_shift,burst,0.05794819119935215
TT,TT/ts-train-service_loss/3,nsigma,burst,0.855
TT,TT/ts-train-service_loss/3,qarca,burst,0.6579285714285714
TT,TT/ts-train-service_loss/3,qarca_no_incident_train,burst,0.6000238095238095
TT,TT/ts-train-service_loss/3,qarca_no_quality,burst,0.8983333333333333
TT,TT/ts-train-service_loss/3,qarca_no_quality_original,burst,0.3509194139194139
TT,TT/ts-train-service_loss/3,qarca_original_train,burst,0.3724523809523809
TT,TT/ts-train-service_loss/3,qarca_quality_only,burst,0.07799600438933792
TT,TT/ts-train-service_loss/3,qarca_structural_only,burst,1.0
TT,TT/ts-train-service_loss/4,baro,burst,0.11468027471723122
TT,TT/ts-train-service_loss/4,median_shift,burst,0.0504124109555446
TT,TT/ts-train-service_loss/4,nsigma,burst,0.3043333333333333
TT,TT/ts-train-service_loss/4,qarca,burst,0.3112539682539682
TT,TT/ts-train-service_loss/4,qarca_no_incident_train,burst,0.2992375957375957
TT,TT/ts-train-service_loss/4,qarca_no_quality,burst,0.47985714285714287
TT,TT/ts-train-service_loss/4,qarca_no_quality_original,burst,0.2728181818181818
TT,TT/ts-train-service_loss/4,qarca_original_train,burst,0.26244531285707756
TT,TT/ts-train-service_loss/4,qarca_quality_only,burst,0.10972565424771306
TT,TT/ts-train-service_loss/4,qarca_structural_only,burst,1.0
TT,TT/ts-train-service_loss/5,baro,burst,0.10887736666572981
TT,TT/ts-train-service_loss/5,median_shift,burst,0.039963346077209055
TT,TT/ts-train-service_loss/5,nsigma,burst,0.3478571428571428
TT,TT/ts-train-service_loss/5,qarca,burst,0.3485476190476191
TT,TT/ts-train-service_loss/5,qarca_no_incident_train,burst,0.28990426240426237
TT,TT/ts-train-service_loss/5,qarca_no_quality,burst,0.676579365079365
TT,TT/ts-train-service_loss/5,qarca_no_quality_original,burst,0.26149950049950044
TT,TT/ts-train-service_loss/5,qarca_original_train,burst,0.24614185814185816
TT,TT/ts-train-service_loss/5,qarca_quality_only,burst,0.11358699925112337
TT,TT/ts-train-service_loss/5,qarca_structural_only,burst,1.0
TT,TT/ts-train-service_mem/1,baro,burst,0.15854334737393205
TT,TT/ts-train-service_mem/1,median_shift,burst,0.03971947314068726
TT,TT/ts-train-service_mem/1,nsigma,burst,0.985
TT,TT/ts-train-service_mem/1,qarca,burst,1.0
TT,TT/ts-train-service_mem/1,qarca_no_incident_train,burst,0.99
TT,TT/ts-train-service_mem/1,qarca_no_quality,burst,0.98
TT,TT/ts-train-service_mem/1,qarca_no_quality_original,burst,0.9406666666666667
TT,TT/ts-train-service_mem/1,qarca_original_train,burst,0.9306666666666666
TT,TT/ts-train-service_mem/1,qarca_quality_only,burst,0.39618811243795765
TT,TT/ts-train-service_mem/1,qarca_structural_only,burst,1.0
TT,TT/ts-train-service_mem/2,baro,burst,0.28232767322283453
TT,TT/ts-train-service_mem/2,median_shift,burst,0.05431960363504353
TT,TT/ts-train-service_mem/2,nsigma,burst,0.4766666666666667
TT,TT/ts-train-service_mem/2,qarca,burst,0.98
TT,TT/ts-train-service_mem/2,qarca_no_incident_train,burst,0.96
TT,TT/ts-train-service_mem/2,qarca_no_quality,burst,0.98
TT,TT/ts-train-service_mem/2,qarca_no_quality_original,burst,0.9173333333333333
TT,TT/ts-train-service_mem/2,qarca_original_train,burst,0.8956666666666666
TT,TT/ts-train-service_mem/2,qarca_quality_only,burst,0.15843343292414497
TT,TT/ts-train-service_mem/2,qarca_structural_only,burst,1.0
TT,TT/ts-train-service_mem/3,baro,burst,0.2471496532453054
TT,TT/ts-train-service_mem/3,median_shift,burst,0.04167529157177156
TT,TT/ts-train-service_mem/3,nsigma,burst,0.8733333333333333
TT,TT/ts-train-service_mem/3,qarca,burst,0.98
TT,TT/ts-train-service_mem/3,qarca_no_incident_train,burst,0.9566666666666667
TT,TT/ts-train-service_mem/3,qarca_no_quality,burst,0.96
TT,TT/ts-train-service_mem/3,qarca_no_quality_original,burst,0.9056666666666666
TT,TT/ts-train-service_mem/3,qarca_original_train,burst,0.904
TT,TT/ts-train-service_mem/3,qarca_quality_only,burst,0.38821725496725495
TT,TT/ts-train-service_mem/3,qarca_structural_only,burst,1.0
TT,TT/ts-train-service_mem/4,baro,burst,0.16187848930432722
TT,TT/ts-train-service_mem/4,median_shift,burst,0.061816130860728964
TT,TT/ts-train-service_mem/4,nsigma,burst,0.9766666666666667
TT,TT/ts-train-service_mem/4,qarca,burst,0.98
TT,TT/ts-train-service_mem/4,qarca_no_incident_train,burst,0.9766666666666667
TT,TT/ts-train-service_mem/4,qarca_no_quality,burst,0.98
TT,TT/ts-train-service_mem/4,qarca_no_quality_original,burst,0.9283333333333333
TT,TT/ts-train-service_mem/4,qarca_original_train,burst,0.9183333333333333
TT,TT/ts-train-service_mem/4,qarca_quality_only,burst,0.40929653679653677
TT,TT/ts-train-service_mem/4,qarca_structural_only,burst,1.0
TT,TT/ts-train-service_mem/5,baro,burst,0.728511922859749
TT,TT/ts-train-service_mem/5,median_shift,burst,0.05277503089186912
TT,TT/ts-train-service_mem/5,nsigma,burst,0.895
TT,TT/ts-train-service_mem/5,qarca,burst,0.9533333333333334
TT,TT/ts-train-service_mem/5,qarca_no_incident_train,burst,0.9566666666666667
TT,TT/ts-train-service_mem/5,qarca_no_quality,burst,0.9866666666666667
TT,TT/ts-train-service_mem/5,qarca_no_quality_original,burst,0.9023333333333333
TT,TT/ts-train-service_mem/5,qarca_original_train,burst,0.9006666666666667
TT,TT/ts-train-service_mem/5,qarca_quality_only,burst,0.3731352258852259
TT,TT/ts-train-service_mem/5,qarca_structural_only,burst,1.0
TT,TT/ts-travel-service_cpu/1,baro,burst,0.1944552902096221
TT,TT/ts-travel-service_cpu/1,median_shift,burst,0.05488752128384354
TT,TT/ts-travel-service_cpu/1,nsigma,burst,0.17679574020750494
TT,TT/ts-travel-service_cpu/1,qarca,burst,0.8686666666666667
TT,TT/ts-travel-service_cpu/1,qarca_no_incident_train,burst,0.865
TT,TT/ts-travel-service_cpu/1,qarca_no_quality,burst,0.8773333333333333
TT,TT/ts-travel-service_cpu/1,qarca_no_quality_original,burst,0.8486666666666667
TT,TT/ts-travel-service_cpu/1,qarca_original_train,burst,0.848
TT,TT/ts-travel-service_cpu/1,qarca_quality_only,burst,0.09213372060408254
TT,TT/ts-travel-service_cpu/1,qarca_structural_only,burst,0.0434782608695652
TT,TT/ts-travel-service_cpu/2,baro,burst,0.12911332860520197
TT,TT/ts-travel-service_cpu/2,median_shift,burst,0.06530921246601859
TT,TT/ts-travel-service_cpu/2,nsigma,burst,0.20398484848484846
TT,TT/ts-travel-service_cpu/2,qarca,burst,0.8973333333333333
TT,TT/ts-travel-service_cpu/2,qarca_no_incident_train,burst,0.885
TT,TT/ts-travel-service_cpu/2,qarca_no_quality,burst,0.9233333333333333
TT,TT/ts-travel-service_cpu/2,qarca_no_quality_original,burst,0.8603571428571428
TT,TT/ts-travel-service_cpu/2,qarca_original_train,burst,0.8570238095238095
TT,TT/ts-travel-service_cpu/2,qarca_quality_only,burst,0.07766736937277383
TT,TT/ts-travel-service_cpu/2,qarca_structural_only,burst,0.0434782608695652
TT,TT/ts-travel-service_cpu/3,baro,burst,0.12554799564987282
TT,TT/ts-travel-service_cpu/3,median_shift,burst,0.07608098712881319
TT,TT/ts-travel-service_cpu/3,nsigma,burst,0.2806609028226675
TT,TT/ts-travel-service_cpu/3,qarca,burst,0.9483333333333334
TT,TT/ts-travel-service_cpu/3,qarca_no_incident_train,burst,0.9373333333333334
TT,TT/ts-travel-service_cpu/3,qarca_no_quality,burst,0.9339999999999999
TT,TT/ts-travel-service_cpu/3,qarca_no_quality_original,burst,0.869
TT,TT/ts-travel-service_cpu/3,qarca_original_train,burst,0.869
TT,TT/ts-travel-service_cpu/3,qarca_quality_only,burst,0.06613816114315203
TT,TT/ts-travel-service_cpu/3,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-travel-service_cpu/4,baro,burst,0.10340916351389007
TT,TT/ts-travel-service_cpu/4,median_shift,burst,0.1203038630660854
TT,TT/ts-travel-service_cpu/4,nsigma,burst,0.9166666666666666
TT,TT/ts-travel-service_cpu/4,qarca,burst,0.9056666666666666
TT,TT/ts-travel-service_cpu/4,qarca_no_incident_train,burst,0.9123333333333333
TT,TT/ts-travel-service_cpu/4,qarca_no_quality,burst,0.9483333333333334
TT,TT/ts-travel-service_cpu/4,qarca_no_quality_original,burst,0.8656666666666666
TT,TT/ts-travel-service_cpu/4,qarca_original_train,burst,0.8656666666666666
TT,TT/ts-travel-service_cpu/4,qarca_quality_only,burst,0.44726262626262625
TT,TT/ts-travel-service_cpu/4,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-travel-service_cpu/5,baro,burst,0.12582583224439464
TT,TT/ts-travel-service_cpu/5,median_shift,burst,0.12494865454911218
TT,TT/ts-travel-service_cpu/5,nsigma,burst,0.3305793650793651
TT,TT/ts-travel-service_cpu/5,qarca,burst,0.94
TT,TT/ts-travel-service_cpu/5,qarca_no_incident_train,burst,0.9166666666666666
TT,TT/ts-travel-service_cpu/5,qarca_no_quality,burst,0.9299999999999999
TT,TT/ts-travel-service_cpu/5,qarca_no_quality_original,burst,0.8763333333333333
TT,TT/ts-travel-service_cpu/5,qarca_original_train,burst,0.8763333333333333
TT,TT/ts-travel-service_cpu/5,qarca_quality_only,burst,0.09538161674926379
TT,TT/ts-travel-service_cpu/5,qarca_structural_only,burst,0.0555555555555555
TT,TT/ts-travel-service_delay/1,baro,burst,0.31687936854371135
TT,TT/ts-travel-service_delay/1,median_shift,burst,0.05548574617544061
TT,TT/ts-travel-service_delay/1,nsigma,burst,0.20385714285714285
TT,TT/ts-travel-service_delay/1,qarca,burst,0.285983950260266
TT,TT/ts-travel-service_delay/1,qarca_no_incident_train,burst,0.23994597069597065
TT,TT/ts-travel-service_delay/1,qarca_no_quality,burst,0.1432786461904109
TT,TT/ts-travel-service_delay/1,qarca_no_quality_original,burst,0.1806402568020215
TT,TT/ts-travel-service_delay/1,qarca_original_train,burst,0.1821319040436687
TT,TT/ts-travel-service_delay/1,qarca_quality_only,burst,0.0780464091375988
TT,TT/ts-travel-service_delay/1,qarca_structural_only,burst,0.0416666666666666
TT,TT/ts-travel-service_delay/2,baro,burst,0.12167559001585927
TT,TT/ts-travel-service_delay/2,median_shift,burst,0.041495253431140286
TT,TT/ts-travel-service_delay/2,nsigma,burst,0.43455555555555553
TT,TT/ts-travel-service_delay/2,qarca,burst,0.7063956043956043
TT,TT/ts-travel-service_delay/2,qarca_no_incident_train,burst,0.6332137862137862
TT,TT/ts-travel-service_delay/2,qarca_no_quality,burst,0.6922460317460317
TT,TT/ts-travel-service_delay/2,qarca_no_quality_original,burst,0.6300238095238095
TT,TT/ts-travel-service_delay/2,qarca_original_train,burst,0.6579603174603175
TT,TT/ts-travel-service_delay/2,qarca_quality_only,burst,0.1198798454430994
TT,TT/ts-travel-service_delay/2,qarca_structural_only,burst,0.0555555555555555
TT,TT/ts-travel-service_delay/3,baro,burst,0.11207684925315828
TT,TT/ts-travel-service_delay/3,median_shift,burst,0.05854097340584219
TT,TT/ts-travel-service_delay/3,nsigma,burst,0.9533333333333334
TT,TT/ts-travel-service_delay/3,qarca,burst,0.7593975468975469
TT,TT/ts-travel-service_delay/3,qarca_no_incident_train,burst,0.7849126984126984
TT,TT/ts-travel-service_delay/3,qarca_no_quality,burst,0.39689704739704734
TT,TT/ts-travel-service_delay/3,qarca_no_quality_original,burst,0.47585470085470083
TT,TT/ts-travel-service_delay/3,qarca_original_train,burst,0.4798529978793137
TT,TT/ts-travel-service_delay/3,qarca_quality_only,burst,0.3457420634920635
TT,TT/ts-travel-service_delay/3,qarca_structural_only,burst,0.0357142857142857
TT,TT/ts-travel-service_delay/4,baro,burst,0.6825238095238095
TT,TT/ts-travel-service_delay/4,median_shift,burst,0.08059356508707546
TT,TT/ts-travel-service_delay/4,nsigma,burst,0.9566666666666667
TT,TT/ts-travel-service_delay/4,qarca,burst,0.45012698412698415
TT,TT/ts-travel-service_delay/4,qarca_no_incident_train,burst,0.4032698412698412
TT,TT/ts-travel-service_delay/4,qarca_no_quality,burst,0.2498975468975469
TT,TT/ts-travel-service_delay/4,qarca_no_quality_original,burst,0.4239126984126984
TT,TT/ts-travel-service_delay/4,qarca_original_train,burst,0.5113571428571428
TT,TT/ts-travel-service_delay/4,qarca_quality_only,burst,0.31952380952380954
TT,TT/ts-travel-service_delay/4,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-travel-service_delay/5,baro,burst,0.5783939393939395
TT,TT/ts-travel-service_delay/5,median_shift,burst,0.10086218731837249
TT,TT/ts-travel-service_delay/5,nsigma,burst,0.8333333333333335
TT,TT/ts-travel-service_delay/5,qarca,burst,0.8034126984126984
TT,TT/ts-travel-service_delay/5,qarca_no_incident_train,burst,0.8588888888888888
TT,TT/ts-travel-service_delay/5,qarca_no_quality,burst,0.5945238095238095
TT,TT/ts-travel-service_delay/5,qarca_no_quality_original,burst,0.8113571428571428
TT,TT/ts-travel-service_delay/5,qarca_original_train,burst,0.821936507936508
TT,TT/ts-travel-service_delay/5,qarca_quality_only,burst,0.7901904761904762
TT,TT/ts-travel-service_delay/5,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-travel-service_disk/1,baro,burst,0.2011843305174507
TT,TT/ts-travel-service_disk/1,median_shift,burst,0.24824288838096886
TT,TT/ts-travel-service_disk/1,nsigma,burst,0.99
TT,TT/ts-travel-service_disk/1,qarca,burst,0.9416666666666667
TT,TT/ts-travel-service_disk/1,qarca_no_incident_train,burst,0.9566666666666667
TT,TT/ts-travel-service_disk/1,qarca_no_quality,burst,0.9566666666666667
TT,TT/ts-travel-service_disk/1,qarca_no_quality_original,burst,0.9
TT,TT/ts-travel-service_disk/1,qarca_original_train,burst,0.8956666666666666
TT,TT/ts-travel-service_disk/1,qarca_quality_only,burst,0.23418106656152193
TT,TT/ts-travel-service_disk/1,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-travel-service_disk/2,baro,burst,0.3266006330833917
TT,TT/ts-travel-service_disk/2,median_shift,burst,0.22448739942547993
TT,TT/ts-travel-service_disk/2,nsigma,burst,0.97
TT,TT/ts-travel-service_disk/2,qarca,burst,0.9450000000000001
TT,TT/ts-travel-service_disk/2,qarca_no_incident_train,burst,0.9450000000000001
TT,TT/ts-travel-service_disk/2,qarca_no_quality,burst,0.9566666666666667
TT,TT/ts-travel-service_disk/2,qarca_no_quality_original,burst,0.8833333333333333
TT,TT/ts-travel-service_disk/2,qarca_original_train,burst,0.8833333333333333
TT,TT/ts-travel-service_disk/2,qarca_quality_only,burst,0.21826374321898617
TT,TT/ts-travel-service_disk/2,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-travel-service_disk/3,baro,burst,0.23656177156177155
TT,TT/ts-travel-service_disk/3,median_shift,burst,0.19371719740527787
TT,TT/ts-travel-service_disk/3,nsigma,burst,0.9566666666666667
TT,TT/ts-travel-service_disk/3,qarca,burst,0.9299999999999999
TT,TT/ts-travel-service_disk/3,qarca_no_incident_train,burst,0.9216666666666666
TT,TT/ts-travel-service_disk/3,qarca_no_quality,burst,0.9333333333333333
TT,TT/ts-travel-service_disk/3,qarca_no_quality_original,burst,0.8811904761904761
TT,TT/ts-travel-service_disk/3,qarca_original_train,burst,0.8795238095238095
TT,TT/ts-travel-service_disk/3,qarca_quality_only,burst,0.16474584402525577
TT,TT/ts-travel-service_disk/3,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-travel-service_disk/4,baro,burst,0.3693709786945081
TT,TT/ts-travel-service_disk/4,median_shift,burst,0.19507527084647155
TT,TT/ts-travel-service_disk/4,nsigma,burst,0.98
TT,TT/ts-travel-service_disk/4,qarca,burst,0.9416666666666667
TT,TT/ts-travel-service_disk/4,qarca_no_incident_train,burst,0.9433333333333334
TT,TT/ts-travel-service_disk/4,qarca_no_quality,burst,0.9416666666666667
TT,TT/ts-travel-service_disk/4,qarca_no_quality_original,burst,0.889
TT,TT/ts-travel-service_disk/4,qarca_original_train,burst,0.8856666666666666
TT,TT/ts-travel-service_disk/4,qarca_quality_only,burst,0.14544766124994327
TT,TT/ts-travel-service_disk/4,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-travel-service_disk/5,baro,burst,0.3677792207792208
TT,TT/ts-travel-service_disk/5,median_shift,burst,0.19018665484841954
TT,TT/ts-travel-service_disk/5,nsigma,burst,1.0
TT,TT/ts-travel-service_disk/5,qarca,burst,0.9566666666666667
TT,TT/ts-travel-service_disk/5,qarca_no_incident_train,burst,0.98
TT,TT/ts-travel-service_disk/5,qarca_no_quality,burst,1.0
TT,TT/ts-travel-service_disk/5,qarca_no_quality_original,burst,0.9116666666666666
TT,TT/ts-travel-service_disk/5,qarca_original_train,burst,0.8983333333333333
TT,TT/ts-travel-service_disk/5,qarca_quality_only,burst,0.1597043643872019
TT,TT/ts-travel-service_disk/5,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-travel-service_loss/1,baro,burst,0.10340616827168549
TT,TT/ts-travel-service_loss/1,median_shift,burst,0.07288842470494147
TT,TT/ts-travel-service_loss/1,nsigma,burst,0.1873253968253968
TT,TT/ts-travel-service_loss/1,qarca,burst,0.8856666666666666
TT,TT/ts-travel-service_loss/1,qarca_no_incident_train,burst,0.889
TT,TT/ts-travel-service_loss/1,qarca_no_quality,burst,0.874
TT,TT/ts-travel-service_loss/1,qarca_no_quality_original,burst,0.8432698412698413
TT,TT/ts-travel-service_loss/1,qarca_original_train,burst,0.839936507936508
TT,TT/ts-travel-service_loss/1,qarca_quality_only,burst,0.1076947588279751
TT,TT/ts-travel-service_loss/1,qarca_structural_only,burst,0.0344827586206896
TT,TT/ts-travel-service_loss/2,baro,burst,0.07818791910552361
TT,TT/ts-travel-service_loss/2,median_shift,burst,0.034367411080336425
TT,TT/ts-travel-service_loss/2,nsigma,burst,0.04152019809621868
TT,TT/ts-travel-service_loss/2,qarca,burst,0.10405736892643978
TT,TT/ts-travel-service_loss/2,qarca_no_incident_train,burst,0.09799315938712222
TT,TT/ts-travel-service_loss/2,qarca_no_quality,burst,0.14992918860054408
TT,TT/ts-travel-service_loss/2,qarca_no_quality_original,burst,0.08066131156380715
TT,TT/ts-travel-service_loss/2,qarca_original_train,burst,0.09124421885679491
TT,TT/ts-travel-service_loss/2,qarca_quality_only,burst,0.12502812461016796
TT,TT/ts-travel-service_loss/2,qarca_structural_only,burst,0.5
TT,TT/ts-travel-service_loss/3,baro,burst,0.14380441175704334
TT,TT/ts-travel-service_loss/3,median_shift,burst,0.09913793320157413
TT,TT/ts-travel-service_loss/3,nsigma,burst,0.364
TT,TT/ts-travel-service_loss/3,qarca,burst,0.8925
TT,TT/ts-travel-service_loss/3,qarca_no_incident_train,burst,0.8841666666666667
TT,TT/ts-travel-service_loss/3,qarca_no_quality,burst,0.9295238095238095
TT,TT/ts-travel-service_loss/3,qarca_no_quality_original,burst,0.8593571428571428
TT,TT/ts-travel-service_loss/3,qarca_original_train,burst,0.8356904761904762
TT,TT/ts-travel-service_loss/3,qarca_quality_only,burst,0.2901740019240019
TT,TT/ts-travel-service_loss/3,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-travel-service_loss/4,baro,burst,0.1311505365777598
TT,TT/ts-travel-service_loss/4,median_shift,burst,0.0715816979845966
TT,TT/ts-travel-service_loss/4,nsigma,burst,0.4051666666666667
TT,TT/ts-travel-service_loss/4,qarca,burst,0.879
TT,TT/ts-travel-service_loss/4,qarca_no_incident_train,burst,0.8851904761904761
TT,TT/ts-travel-service_loss/4,qarca_no_quality,burst,0.899
TT,TT/ts-travel-service_loss/4,qarca_no_quality_original,burst,0.8482142857142857
TT,TT/ts-travel-service_loss/4,qarca_original_train,burst,0.8408333333333333
TT,TT/ts-travel-service_loss/4,qarca_quality_only,burst,0.29090200322553256
TT,TT/ts-travel-service_loss/4,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-travel-service_loss/5,baro,burst,0.20220571211169053
TT,TT/ts-travel-service_loss/5,median_shift,burst,0.051071640863666445
TT,TT/ts-travel-service_loss/5,nsigma,burst,0.9166666666666666
TT,TT/ts-travel-service_loss/5,qarca,burst,0.8109999999999999
TT,TT/ts-travel-service_loss/5,qarca_no_incident_train,burst,0.8186904761904762
TT,TT/ts-travel-service_loss/5,qarca_no_quality,burst,0.8383333333333334
TT,TT/ts-travel-service_loss/5,qarca_no_quality_original,burst,0.5946031746031746
TT,TT/ts-travel-service_loss/5,qarca_original_train,burst,0.5580404040404041
TT,TT/ts-travel-service_loss/5,qarca_quality_only,burst,0.2948309990662932
TT,TT/ts-travel-service_loss/5,qarca_structural_only,burst,0.0454545454545454
TT,TT/ts-travel-service_mem/1,baro,burst,0.3497026394657973
TT,TT/ts-travel-service_mem/1,median_shift,burst,0.06425325278003044
TT,TT/ts-travel-service_mem/1,nsigma,burst,0.4517460317460318
TT,TT/ts-travel-service_mem/1,qarca,burst,0.9061904761904762
TT,TT/ts-travel-service_mem/1,qarca_no_incident_train,burst,0.8891666666666667
TT,TT/ts-travel-service_mem/1,qarca_no_quality,burst,0.9228571428571428
TT,TT/ts-travel-service_mem/1,qarca_no_quality_original,burst,0.8598181818181818
TT,TT/ts-travel-service_mem/1,qarca_original_train,burst,0.8564848484848484
TT,TT/ts-travel-service_mem/1,qarca_quality_only,burst,0.7430238095238095
TT,TT/ts-travel-service_mem/1,qarca_structural_only,burst,1.0
TT,TT/ts-travel-service_mem/2,baro,burst,0.24330634916526878
TT,TT/ts-travel-service_mem/2,median_shift,burst,0.07339060194134792
TT,TT/ts-travel-service_mem/2,nsigma,burst,0.665
TT,TT/ts-travel-service_mem/2,qarca,burst,0.95
TT,TT/ts-travel-service_mem/2,qarca_no_incident_train,burst,0.95
TT,TT/ts-travel-service_mem/2,qarca_no_quality,burst,0.94
TT,TT/ts-travel-service_mem/2,qarca_no_quality_original,burst,0.8716666666666666
TT,TT/ts-travel-service_mem/2,qarca_original_train,burst,0.8693333333333333
TT,TT/ts-travel-service_mem/2,qarca_quality_only,burst,0.43322431077694235
TT,TT/ts-travel-service_mem/2,qarca_structural_only,burst,0.5
TT,TT/ts-travel-service_mem/3,baro,burst,0.6611169467787115
TT,TT/ts-travel-service_mem/3,median_shift,burst,0.07204715257697
TT,TT/ts-travel-service_mem/3,nsigma,burst,0.9666666666666667
TT,TT/ts-travel-service_mem/3,qarca,burst,0.98
TT,TT/ts-travel-service_mem/3,qarca_no_incident_train,burst,0.9566666666666667
TT,TT/ts-travel-service_mem/3,qarca_no_quality,burst,0.98
TT,TT/ts-travel-service_mem/3,qarca_no_quality_original,burst,0.8906666666666667
TT,TT/ts-travel-service_mem/3,qarca_original_train,burst,0.889
TT,TT/ts-travel-service_mem/3,qarca_quality_only,burst,0.38713492063492067
TT,TT/ts-travel-service_mem/3,qarca_structural_only,burst,0.33333333333333326
TT,TT/ts-travel-service_mem/4,baro,burst,0.20836970341486472
TT,TT/ts-travel-service_mem/4,median_shift,burst,0.05326606008484434
TT,TT/ts-travel-service_mem/4,nsigma,burst,0.5363333333333333
TT,TT/ts-travel-service_mem/4,qarca,burst,0.96
TT,TT/ts-travel-service_mem/4,qarca_no_incident_train,burst,0.9666666666666667
TT,TT/ts-travel-service_mem/4,qarca_no_quality,burst,0.98
TT,TT/ts-travel-service_mem/4,qarca_no_quality_original,burst,0.904
