system,case_id,method,mechanism,auc
OB,OB/productcatalogservice_loss/4,qarca_no_incident_train,burst,0.22173809523809523
OB,OB/productcatalogservice_loss/4,qarca_no_quality,burst,0.21033333333333332
OB,OB/productcatalogservice_loss/4,qarca_no_quality_original,burst,0.19638095238095238
OB,OB/productcatalogservice_loss/4,qarca_original_train,burst,0.25935195360195357
OB,OB/productcatalogservice_loss/4,qarca_quality_only,burst,0.5022777777777778
OB,OB/productcatalogservice_loss/4,qarca_structural_only,burst,0.33333333333333326
OB,OB/productcatalogservice_loss/5,baro,burst,0.2550674603174603
OB,OB/productcatalogservice_loss/5,median_shift,burst,0.19521428571428573
OB,OB/productcatalogservice_loss/5,nsigma,burst,0.17166666666666663
OB,OB/productcatalogservice_loss/5,qarca,burst,0.21637301587301583
OB,OB/productcatalogservice_loss/5,qarca_no_incident_train,burst,0.20257936507936508
OB,OB/productcatalogservice_loss/5,qarca_no_quality,burst,0.20188095238095238
OB,OB/productcatalogservice_loss/5,qarca_no_quality_original,burst,0.19940476190476192
OB,OB/productcatalogservice_loss/5,qarca_original_train,burst,0.24016414141414139
OB,OB/productcatalogservice_loss/5,qarca_quality_only,burst,0.40953968253968254
OB,OB/productcatalogservice_loss/5,qarca_structural_only,burst,0.33333333333333326
OB,OB/productcatalogservice_mem/1,baro,burst,0.8700000000000001
OB,OB/productcatalogservice_mem/1,median_shift,burst,0.4005238095238095
OB,OB/productcatalogservice_mem/1,nsigma,burst,0.9766666666666667
OB,OB/productcatalogservice_mem/1,qarca,burst,0.8913333333333333
OB,OB/productcatalogservice_mem/1,qarca_no_incident_train,burst,0.95
OB,OB/productcatalogservice_mem/1,qarca_no_quality,burst,0.9466666666666667
OB,OB/productcatalogservice_mem/1,qarca_no_quality_original,burst,0.97
OB,OB/productcatalogservice_mem/1,qarca_original_train,burst,0.895
OB,OB/productcatalogservice_mem/1,qarca_quality_only,burst,0.2131944444444444
OB,OB/productcatalogservice_mem/1,qarca_structural_only,burst,0.1
OB,OB/productcatalogservice_mem/2,baro,burst,0.9016666666666667
OB,OB/productcatalogservice_mem/2,median_shift,burst,0.5750000000000001
OB,OB/productcatalogservice_mem/2,nsigma,burst,0.99
OB,OB/productcatalogservice_mem/2,qarca,burst,1.0
OB,OB/productcatalogservice_mem/2,qarca_no_incident_train,burst,1.0
OB,OB/productcatalogservice_mem/2,qarca_no_quality,burst,1.0
OB,OB/productcatalogservice_mem/2,qarca_no_quality_original,burst,1.0
OB,OB/productcatalogservice_mem/2,qarca_original_train,burst,0.965
OB,OB/productcatalogservice_mem/2,qarca_quality_only,burst,0.25229329004329004
OB,OB/productcatalogservice_mem/2,qarca_structural_only,burst,0.1
OB,OB/productcatalogservice_mem/3,baro,burst,0.8766666666666667
OB,OB/productcatalogservice_mem/3,median_shift,burst,0.33733333333333326
OB,OB/productcatalogservice_mem/3,nsigma,burst,0.965
OB,OB/productcatalogservice_mem/3,qarca,burst,0.99
OB,OB/productcatalogservice_mem/3,qarca_no_incident_train,burst,1.0
OB,OB/productcatalogservice_mem/3,qarca_no_quality,burst,0.99
OB,OB/productcatalogservice_mem/3,qarca_no_quality_original,burst,0.99
OB,OB/productcatalogservice_mem/3,qarca_original_train,burst,0.99
OB,OB/productcatalogservice_mem/3,qarca_quality_only,burst,0.27916566766566764
OB,OB/productcatalogservice_mem/3,qarca_structural_only,burst,0.1
OB,OB/productcatalogservice_mem/4,baro,burst,0.9466666666666667
OB,OB/productcatalogservice_mem/4,median_shift,burst,0.49333333333333335
OB,OB/productcatalogservice_mem/4,nsigma,burst,1.0
OB,OB/productcatalogservice_mem/4,qarca,burst,0.96
OB,OB/productcatalogservice_mem/4,qarca_no_incident_train,burst,1.0
OB,OB/productcatalogservice_mem/4,qarca_no_quality,burst,1.0
OB,OB/productcatalogservice_mem/4,qarca_no_quality_original,burst,1.0
OB,OB/productcatalogservice_mem/4,qarca_original_train,burst,0.9100000000000001
OB,OB/productcatalogservice_mem/4,qarca_quality_only,burst,0.2331713564213564
OB,OB/productcatalogservice_mem/4,qarca_structural_only,burst,0.1
OB,OB/productcatalogservice_mem/5,baro,burst,0.96
OB,OB/productcatalogservice_mem/5,median_shift,burst,0.8706666666666667
OB,OB/productcatalogservice_mem/5,nsigma,burst,0.97
OB,OB/productcatalogservice_mem/5,qarca,burst,0.98
OB,OB/productcatalogservice_mem/5,qarca_no_incident_train,burst,0.98
OB,OB/productcatalogservice_mem/5,qarca_no_quality,burst,1.0
OB,OB/productcatalogservice_mem/5,qarca_no_quality_original,burst,0.9666666666666667
OB,OB/productcatalogservice_mem/5,qarca_original_train,burst,0.8473333333333334
OB,OB/productcatalogservice_mem/5,qarca_quality_only,burst,0.26243470418470416
OB,OB/productcatalogservice_mem/5,qarca_structural_only,burst,0.1
SS,SS/carts_cpu/1,baro,burst,0.167904631316396
SS,SS/carts_cpu/1,median_shift,burst,0.8250000000000001
SS,SS/carts_cpu/1,nsigma,burst,0.3727142857142857
SS,SS/carts_cpu/1,qarca,burst,0.9516666666666667
SS,SS/carts_cpu/1,qarca_no_incident_train,burst,0.955
SS,SS/carts_cpu/1,qarca_no_quality,burst,0.955
SS,SS/carts_cpu/1,qarca_no_quality_original,burst,0.9366666666666666
SS,SS/carts_cpu/1,qarca_original_train,burst,0.9366666666666666
SS,SS/carts_cpu/1,qarca_quality_only,burst,0.36916666666666664
SS,SS/carts_cpu/1,qarca_structural_only,burst,0.2
SS,SS/carts_cpu/2,baro,burst,0.17612702003878472
SS,SS/carts_cpu/2,median_shift,burst,0.9033333333333333
SS,SS/carts_cpu/2,nsigma,burst,0.5279999999999999
SS,SS/carts_cpu/2,qarca,burst,0.9306666666666666
SS,SS/carts_cpu/2,qarca_no_incident_train,burst,0.924
SS,SS/carts_cpu/2,qarca_no_quality,burst,0.9566666666666667
SS,SS/carts_cpu/2,qarca_no_quality_original,burst,0.9283333333333333
SS,SS/carts_cpu/2,qarca_original_train,burst,0.8883333333333333
SS,SS/carts_cpu/2,qarca_quality_only,burst,0.2557388167388167
SS,SS/carts_cpu/2,qarca_structural_only,burst,0.2
SS,SS/carts_cpu/3,baro,burst,0.231047619047619
SS,SS/carts_cpu/3,median_shift,burst,0.485
SS,SS/carts_cpu/3,nsigma,burst,0.7016666666666667
SS,SS/carts_cpu/3,qarca,burst,0.97
SS,SS/carts_cpu/3,qarca_no_incident_train,burst,0.98
SS,SS/carts_cpu/3,qarca_no_quality,burst,0.98
SS,SS/carts_cpu/3,qarca_no_quality_original,burst,0.95
SS,SS/carts_cpu/3,qarca_original_train,burst,0.95
SS,SS/carts_cpu/3,qarca_quality_only,burst,0.4048519536019536
SS,SS/carts_cpu/3,qarca_structural_only,burst,0.2
SS,SS/carts_cpu/4,baro,burst,0.6169444444444444
SS,SS/carts_cpu/4,median_shift,burst,0.77
SS,SS/carts_cpu/4,nsigma,burst,0.4863333333333333
SS,SS/carts_cpu/4,qarca,burst,0.9299999999999999
SS,SS/carts_cpu/4,qarca_no_incident_train,burst,0.9266666666666666
SS,SS/carts_cpu/4,qarca_no_quality,burst,0.9366666666666666
SS,SS/carts_cpu/4,qarca_no_quality_original,burst,0.9133333333333333
SS,SS/carts_cpu/4,qarca_original_train,burst,0.9183333333333333
SS,SS/carts_cpu/4,qarca_quality_only,burst,0.2291111111111111
SS,SS/carts_cpu/4,qarca_structural_only,burst,0.2
SS,SS/carts_cpu/5,baro,burst,0.20923034275665853
SS,SS/carts_cpu/5,median_shift,burst,0.5
SS,SS/carts_cpu/5,nsigma,burst,0.30119047619047623
SS,SS/carts_cpu/5,qarca,burst,0.99
SS,SS/carts_cpu/5,qarca_no_incident_train,burst,0.99
SS,SS/carts_cpu/5,qarca_no_quality,burst,0.99
SS,SS/carts_cpu/5,qarca_no_quality_original,burst,0.9866666666666667
SS,SS/carts_cpu/5,qarca_original_train,burst,0.9866666666666667
SS,SS/carts_cpu/5,qarca_quality_only,burst,0.288765873015873
SS,SS/carts_cpu/5,qarca_structural_only,burst,0.2
SS,SS/carts_delay/1,baro,burst,0.19006415806415805
SS,SS/carts_delay/1,median_shift,burst,0.8466666666666667
SS,SS/carts_delay/1,nsigma,burst,0.4033333333333333
SS,SS/carts_delay/1,qarca,burst,0.8733333333333333
SS,SS/carts_delay/1,qarca_no_incident_train,burst,0.9283333333333333
SS,SS/carts_delay/1,qarca_no_quality,burst,0.9533333333333334
SS,SS/carts_delay/1,qarca_no_quality_original,burst,0.575
SS,SS/carts_delay/1,qarca_original_train,burst,0.6433333333333333
SS,SS/carts_delay/1,qarca_quality_only,burst,0.37883333333333336
SS,SS/carts_delay/1,qarca_structural_only,burst,0.2
SS,SS/carts_delay/2,baro,burst,0.30499206349206354
SS,SS/carts_delay/2,median_shift,burst,0.8766666666666666
SS,SS/carts_delay/2,nsigma,burst,0.99
SS,SS/carts_delay/2,qarca,burst,0.96
SS,SS/carts_delay/2,qarca_no_incident_train,burst,0.98
SS,SS/carts_delay/2,qarca_no_quality,burst,0.98
SS,SS/carts_delay/2,qarca_no_quality_original,burst,0.41999999999999993
SS,SS/carts_delay/2,qarca_original_train,burst,0.41
SS,SS/carts_delay/2,qarca_quality_only,burst,0.3825436507936508
SS,SS/carts_delay/2,qarca_structural_only,burst,0.2
SS,SS/carts_delay/3,baro,burst,0.2118342768342768
SS,SS/carts_delay/3,median_shift,burst,0.7283333333333333
SS,SS/carts_delay/3,nsigma,burst,0.47333333333333333
SS,SS/carts_delay/3,qarca,burst,0.71
SS,SS/carts_delay/3,qarca_no_incident_train,burst,0.6733333333333333
SS,SS/carts_delay/3,qarca_no_quality,burst,0.83
SS,SS/carts_delay/3,qarca_no_quality_original,burst,0.39466666666666667
SS,SS/carts_delay/3,qarca_original_train,burst,0.4131666666666667
SS,SS/carts_delay/3,qarca_quality_only,burst,0.42513888888888884
SS,SS/carts_delay/3,qarca_structural_only,burst,0.2
SS,SS/carts_delay/4,baro,burst,0.7637619047619048
SS,SS/carts_delay/4,median_shift,burst,0.78
SS,SS/carts_delay/4,nsigma,burst,0.9233333333333333
SS,SS/carts_delay/4,qarca,burst,0.8433333333333334
SS,SS/carts_delay/4,qarca_no_incident_train,burst,0.6466666666666667
SS,SS/carts_delay/4,qarca_no_quality,burst,0.9166666666666666
SS,SS/carts_delay/4,qarca_no_quality_original,burst,0.3416666666666667
SS,SS/carts_delay/4,qarca_original_train,burst,0.34650000000000003
SS,SS/carts_delay/4,qarca_quality_only,burst,0.4304047619047619
SS,SS/carts_delay/4,qarca_structural_only,burst,0.16666666666666657
SS,SS/carts_delay/5,baro,burst,0.28517338217338206
SS,SS/carts_delay/5,median_shift,burst,0.9166666666666666
SS,SS/carts_delay/5,nsigma,burst,0.4925
SS,SS/carts_delay/5,qarca,burst,0.9366666666666666
SS,SS/carts_delay/5,qarca_no_incident_train,burst,0.9666666666666667
SS,SS/carts_delay/5,qarca_no_quality,burst,0.9666666666666667
SS,SS/carts_delay/5,qarca_no_quality_original,burst,0.8916666666666666
SS,SS/carts_delay/5,qarca_original_train,burst,0.5333333333333333
SS,SS/carts_delay/5,qarca_quality_only,burst,0.4864094516594516
SS,SS/carts_delay/5,qarca_structural_only,burst,0.16666666666666657
SS,SS/carts_disk/1,baro,burst,0.4182323232323233
SS,SS/carts_disk/1,median_shift,burst,0.9066666666666666
SS,SS/carts_disk/1,nsigma,burst,0.4256666666666666
SS,SS/carts_disk/1,qarca,burst,0.99
SS,SS/carts_disk/1,qarca_no_incident_train,burst,0.99
SS,SS/carts_disk/1,qarca_no_quality,burst,0.99
SS,SS/carts_disk/1,qarca_no_quality_original,burst,0.96
SS,SS/carts_disk/1,qarca_original_train,burst,0.95
SS,SS/carts_disk/1,qarca_quality_only,burst,0.31543650793650796
SS,SS/carts_disk/1,qarca_structural_only,burst,0.33333333333333326
SS,SS/carts_disk/2,baro,burst,0.27135064935064934
SS,SS/carts_disk/2,median_shift,burst,0.9099999999999999
SS,SS/carts_disk/2,nsigma,burst,0.47
SS,SS/carts_disk/2,qarca,burst,0.99
SS,SS/carts_disk/2,qarca_no_incident_train,burst,0.99
SS,SS/carts_disk/2,qarca_no_quality,burst,0.99
SS,SS/carts_disk/2,qarca_no_quality_original,burst,0.965
SS,SS/carts_disk/2,qarca_original_train,burst,0.955
SS,SS/carts_disk/2,qarca_quality_only,burst,0.3308181818181818
SS,SS/carts_disk/2,qarca_structural_only,burst,0.33333333333333326
SS,SS/carts_disk/3,baro,burst,0.6890000000000001
SS,SS/carts_disk/3,median_shift,burst,0.8300000000000001
SS,SS/carts_disk/3,nsigma,burst,0.5133333333333333
SS,SS/carts_disk/3,qarca,burst,0.97
SS,SS/carts_disk/3,qarca_no_incident_train,burst,0.97
SS,SS/carts_disk/3,qarca_no_quality,burst,0.97
SS,SS/carts_disk/3,qarca_no_quality_original,burst,0.9666666666666667
SS,SS/carts_disk/3,qarca_original_train,burst,0.9666666666666667
SS,SS/carts_disk/3,qarca_quality_only,burst,0.3276190476190476
SS,SS/carts_disk/3,qarca_structural_only,burst,0.33333333333333326
SS,SS/carts_disk/4,baro,burst,0.3037371794871795
SS,SS/carts_disk/4,median_shift,burst,0.96
SS,SS/carts_disk/4,nsigma,burst,0.49666666666666665
SS,SS/carts_disk/4,qarca,burst,0.975
SS,SS/carts_disk/4,qarca_no_incident_train,burst,0.9766666666666667
SS,SS/carts_disk/4,qarca_no_quality,burst,0.9766666666666667
SS,SS/carts_disk/4,qarca_no_quality_original,burst,0.595
SS,SS/carts_disk/4,qarca_original_train,burst,0.554
SS,SS/carts_disk/4,qarca_quality_only,burst,0.28969047619047616
SS,SS/carts_disk/4,qarca_structural_only,burst,0.33333333333333326
SS,SS/carts_disk/5,baro,burst,0.20441292041292042
SS,SS/carts_disk/5,median_shift,burst,0.885
SS,SS/carts_disk/5,nsigma,burst,0.47833333333333333
SS,SS/carts_disk/5,qarca,burst,0.99
SS,SS/carts_disk/5,qarca_no_incident_train,burst,0.99
SS,SS/carts_disk/5,qarca_no_quality,burst,0.99
SS,SS/carts_disk/5,qarca_no_quality_original,burst,0.99
SS,SS/carts_disk/5,qarca_original_train,burst,0.98
SS,SS/carts_disk/5,qarca_quality_only,burst,0.4375555555555556
SS,SS/carts_disk/5,qarca_structural_only,burst,0.33333333333333326
SS,SS/carts_loss/1,baro,burst,0.18763091440723018
SS,SS/carts_loss/1,median_shift,burst,0.8400000000000001
SS,SS/carts_loss/1,nsigma,burst,0.353
SS,SS/carts_loss/1,qarca,burst,0.864
SS,SS/carts_loss/1,qarca_no_incident_train,burst,0.9516666666666667
SS,SS/carts_loss/1,qarca_no_quality,burst,0.9533333333333334
SS,SS/carts_loss/1,qarca_no_quality_original,burst,0.9299999999999999
SS,SS/carts_loss/1,qarca_original_train,burst,0.8606666666666667
SS,SS/carts_loss/1,qarca_quality_only,burst,0.2958095238095238
SS,SS/carts_loss/1,qarca_structural_only,burst,0.2
SS,SS/carts_loss/2,baro,burst,0.1895802428565586
SS,SS/carts_loss/2,median_shift,burst,0.9299999999999999
SS,SS/carts_loss/2,nsigma,burst,0.5478571428571428
SS,SS/carts_loss/2,qarca,burst,0.8036666666666668
SS,SS/carts_loss/2,qarca_no_incident_train,burst,0.8799999999999999
SS,SS/carts_loss/2,qarca_no_quality,burst,0.8883333333333333
SS,SS/carts_loss/2,qarca_no_quality_original,burst,0.5576666666666666
SS,SS/carts_loss/2,qarca_original_train,burst,0.5269999999999999
SS,SS/carts_loss/2,qarca_quality_only,burst,0.24244047619047618
SS,SS/carts_loss/2,qarca_structural_only,burst,0.2
SS,SS/carts_loss/3,baro,burst,0.1486054860172507
SS,SS/carts_loss/3,median_shift,burst,0.9199999999999999
SS,SS/carts_loss/3,nsigma,burst,0.3115
SS,SS/carts_loss/3,qarca,burst,0.74
SS,SS/carts_loss/3,qarca_no_incident_train,burst,0.7933333333333333
SS,SS/carts_loss/3,qarca_no_quality,burst,0.7116666666666667
SS,SS/carts_loss/3,qarca_no_quality_original,burst,0.8406666666666667
SS,SS/carts_loss/3,qarca_original_train,burst,0.8740000000000001
SS,SS/carts_loss/3,qarca_quality_only,burst,0.2591190476190476
SS,SS/carts_loss/3,qarca_structural_only,burst,0.2
SS,SS/carts_loss/4,baro,burst,0.17276002592179057
SS,SS/carts_loss/4,median_shift,burst,0.7649999999999999
SS,SS/carts_loss/4,nsigma,burst,0.9066666666666666
SS,SS/carts_loss/4,qarca,burst,0.8866666666666666
SS,SS/carts_loss/4,qarca_no_incident_train,burst,0.9466666666666667
SS,SS/carts_loss/4,qarca_no_quality,burst,0.9366666666666666
SS,SS/carts_loss/4,qarca_no_quality_original,burst,0.8923333333333333
SS,SS/carts_loss/4,qarca_original_train,burst,0.7356666666666667
SS,SS/carts_loss/4,qarca_quality_only,burst,0.3287023809523809
SS,SS/carts_loss/4,qarca_structural_only,burst,0.25
SS,SS/carts_loss/5,baro,burst,0.17670024420024416
SS,SS/carts_loss/5,median_shift,burst,0.9316666666666666
SS,SS/carts_loss/5,nsigma,burst,0.3625
SS,SS/carts_loss/5,qarca,burst,0.6083333333333334
SS,SS/carts_loss/5,qarca_no_incident_train,burst,0.6566666666666667
SS,SS/carts_loss/5,qarca_no_quality,burst,0.8600000000000001
SS,SS/carts_loss/5,qarca_no_quality_original,burst,0.44666666666666666
SS,SS/carts_loss/5,qarca_original_train,burst,0.42633333333333334
SS,SS/carts_loss/5,qarca_quality_only,burst,0.35811111111111116
SS,SS/carts_loss/5,qarca_structural_only,burst,0.25
SS,SS/carts_mem/1,baro,burst,0.33729437229437226
SS,SS/carts_mem/1,median_shift,burst,0.9166666666666666
SS,SS/carts_mem/1,nsigma,burst,0.29200000000000004
SS,SS/carts_mem/1,qarca,burst,0.98
SS,SS/carts_mem/1,qarca_no_incident_train,burst,0.99
SS,SS/carts_mem/1,qarca_no_quality,burst,0.98
SS,SS/carts_mem/1,qarca_no_quality_original,burst,0.9333333333333333
SS,SS/carts_mem/1,qarca_original_train,burst,0.9333333333333333
SS,SS/carts_mem/1,qarca_quality_only,burst,0.3340238095238095
SS,SS/carts_mem/1,qarca_structural_only,burst,0.2
SS,SS/carts_mem/2,baro,burst,0.28201609501609504
SS,SS/carts_mem/2,median_shift,burst,0.8383333333333334
SS,SS/carts_mem/2,nsigma,burst,0.4966666666666666
SS,SS/carts_mem/2,qarca,burst,0.99
SS,SS/carts_mem/2,qarca_no_incident_train,burst,0.99
SS,SS/carts_mem/2,qarca_no_quality,burst,1.0
SS,SS/carts_mem/2,qarca_no_quality_original,burst,0.97
SS,SS/carts_mem/2,qarca_original_train,burst,0.97
SS,SS/carts_mem/2,qarca_quality_only,burst,0.357461038961039
SS,SS/carts_mem/2,qarca_structural_only,burst,0.16666666666666657
SS,SS/carts_mem/3,baro,burst,0.3230176767676768
SS,SS/carts_mem/3,median_shift,burst,0.8733333333333333
SS,SS/carts_mem/3,nsigma,burst,0.35916666666666663
SS,SS/carts_mem/3,qarca,burst,1.0
SS,SS/carts_mem/3,qarca_no_incident_train,burst,1.0
SS,SS/carts_mem/3,qarca_no_quality,burst,1.0
SS,SS/carts_mem/3,qarca_no_quality_original,burst,0.99
SS,SS/carts_mem/3,qarca_original_train,burst,0.99
SS,SS/carts_mem/3,qarca_quality_only,burst,0.30574206349206345
SS,SS/carts_mem/3,qarca_structural_only,burst,0.16666666666666657
SS,SS/carts_mem/4,baro,burst,0.4453335553335553
SS,SS/carts_mem/4,median_shift,burst,0.8683333333333333
SS,SS/carts_mem/4,nsigma,burst,0.8406666666666667
SS,SS/carts_mem/4,qarca,burst,0.9566666666666667
SS,SS/carts_mem/4,qarca_no_incident_train,burst,0.9566666666666667
SS,SS/carts_mem/4,qarca_no_quality,burst,0.9566666666666667
SS,SS/carts_mem/4,qarca_no_quality_original,burst,0.9566666666666667
SS,SS/carts_mem/4,qarca_original_train,burst,0.9566666666666667
SS,SS/carts_mem/4,qarca_quality_only,burst,0.26474675324675323
SS,SS/carts_mem/4,qarca_structural_only,burst,0.2
SS,SS/carts_mem/5,baro,burst,0.21998290598290596
SS,SS/carts_mem/5,median_shift,burst,0.86
SS,SS/carts_mem/5,nsigma,burst,0.5616666666666666
SS,SS/carts_mem/5,qarca,burst,0.9608695652173913
SS,SS/carts_mem/5,qarca_no_incident_train,burst,0.9608695652173913
SS,SS/carts_mem/5,qarca_no_quality,burst,0.9808695652173913
SS,SS/carts_mem/5,qarca_no_quality_original,burst,0.917536231884058
SS,SS/carts_mem/5,qarca_original_train,burst,0.917536231884058
SS,SS/carts_mem/5,qarca_quality_only,burst,0.35285714285714287
SS,SS/carts_mem/5,qarca_structural_only,burst,0.2
SS,SS/catalogue_cpu/1,baro,burst,0.32781573981573986
SS,SS/catalogue_cpu/1,median_shift,burst,0.31533333333333335
SS,SS/catalogue_cpu/1,nsigma,burst,0.535
SS,SS/catalogue_cpu/1,qarca,burst,1.0
SS,SS/catalogue_cpu/1,qarca_no_incident_train,burst,1.0
SS,SS/catalogue_cpu/1,qarca_no_quality,burst,1.0
SS,SS/catalogue_cpu/1,qarca_no_quality_original,burst,0.96
SS,SS/catalogue_cpu/1,qarca_original_train,burst,0.96
SS,SS/catalogue_cpu/1,qarca_quality_only,burst,0.3474047619047619
SS,SS/catalogue_cpu/1,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_cpu/2,baro,burst,0.23240266106442575
SS,SS/catalogue_cpu/2,median_shift,burst,0.2728333333333333
SS,SS/catalogue_cpu/2,nsigma,burst,0.6166666666666667
SS,SS/catalogue_cpu/2,qarca,burst,1.0
SS,SS/catalogue_cpu/2,qarca_no_incident_train,burst,1.0
SS,SS/catalogue_cpu/2,qarca_no_quality,burst,1.0
SS,SS/catalogue_cpu/2,qarca_no_quality_original,burst,0.98
SS,SS/catalogue_cpu/2,qarca_original_train,burst,0.97
SS,SS/catalogue_cpu/2,qarca_quality_only,burst,0.34830830280830277
SS,SS/catalogue_cpu/2,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_cpu/3,baro,burst,0.19172519147519146
SS,SS/catalogue_cpu/3,median_shift,burst,0.5928809523809524
SS,SS/catalogue_cpu/3,nsigma,burst,0.9133333333333333
SS,SS/catalogue_cpu/3,qarca,burst,1.0
SS,SS/catalogue_cpu/3,qarca_no_incident_train,burst,1.0
SS,SS/catalogue_cpu/3,qarca_no_quality,burst,1.0
SS,SS/catalogue_cpu/3,qarca_no_quality_original,burst,1.0
SS,SS/catalogue_cpu/3,qarca_original_train,burst,1.0
SS,SS/catalogue_cpu/3,qarca_quality_only,burst,0.3852619047619048
SS,SS/catalogue_cpu/3,qarca_structural_only,burst,0.5
SS,SS/catalogue_cpu/4,baro,burst,0.3182046287046287
SS,SS/catalogue_cpu/4,median_shift,burst,0.46333333333333326
SS,SS/catalogue_cpu/4,nsigma,burst,0.9666666666666667
SS,SS/catalogue_cpu/4,qarca,burst,1.0
SS,SS/catalogue_cpu/4,qarca_no_incident_train,burst,1.0
SS,SS/catalogue_cpu/4,qarca_no_quality,burst,1.0
SS,SS/catalogue_cpu/4,qarca_no_quality_original,burst,0.98
SS,SS/catalogue_cpu/4,qarca_original_train,burst,0.98
SS,SS/catalogue_cpu/4,qarca_quality_only,burst,0.4142420634920635
SS,SS/catalogue_cpu/4,qarca_structural_only,burst,0.5
SS,SS/catalogue_cpu/5,baro,burst,0.3097132867132867
SS,SS/catalogue_cpu/5,median_shift,burst,0.41900000000000004
SS,SS/catalogue_cpu/5,nsigma,burst,0.98
SS,SS/catalogue_cpu/5,qarca,burst,0.99
SS,SS/catalogue_cpu/5,qarca_no_incident_train,burst,0.99
SS,SS/catalogue_cpu/5,qarca_no_quality,burst,0.98
SS,SS/catalogue_cpu/5,qarca_no_quality_original,burst,0.9666666666666667
SS,SS/catalogue_cpu/5,qarca_original_train,burst,0.9566666666666667
SS,SS/catalogue_cpu/5,qarca_quality_only,burst,0.3798531746031746
SS,SS/catalogue_cpu/5,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_delay/1,baro,burst,0.24053052503052502
SS,SS/catalogue_delay/1,median_shift,burst,0.3562222222222222
SS,SS/catalogue_delay/1,nsigma,burst,1.0
SS,SS/catalogue_delay/1,qarca,burst,0.9566666666666667
SS,SS/catalogue_delay/1,qarca_no_incident_train,burst,0.9566666666666667
SS,SS/catalogue_delay/1,qarca_no_quality,burst,0.97
SS,SS/catalogue_delay/1,qarca_no_quality_original,burst,0.9466666666666667
SS,SS/catalogue_delay/1,qarca_original_train,burst,0.9466666666666667
SS,SS/catalogue_delay/1,qarca_quality_only,burst,0.32500793650793647
SS,SS/catalogue_delay/1,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_delay/2,baro,burst,0.2804124209124209
SS,SS/catalogue_delay/2,median_shift,burst,0.46066666666666667
SS,SS/catalogue_delay/2,nsigma,burst,0.99
SS,SS/catalogue_delay/2,qarca,burst,0.9666666666666667
SS,SS/catalogue_delay/2,qarca_no_incident_train,burst,0.9766666666666667
SS,SS/catalogue_delay/2,qarca_no_quality,burst,0.9866666666666667
SS,SS/catalogue_delay/2,qarca_no_quality_original,burst,0.904
SS,SS/catalogue_delay/2,qarca_original_train,burst,0.9006666666666667
SS,SS/catalogue_delay/2,qarca_quality_only,burst,0.4405
SS,SS/catalogue_delay/2,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_delay/3,baro,burst,0.3788069985569985
SS,SS/catalogue_delay/3,median_shift,burst,0.2004220779220779
SS,SS/catalogue_delay/3,nsigma,burst,0.95
SS,SS/catalogue_delay/3,qarca,burst,0.97
SS,SS/catalogue_delay/3,qarca_no_incident_train,burst,0.97
SS,SS/catalogue_delay/3,qarca_no_quality,burst,0.97
SS,SS/catalogue_delay/3,qarca_no_quality_original,burst,0.97
SS,SS/catalogue_delay/3,qarca_original_train,burst,0.96
SS,SS/catalogue_delay/3,qarca_quality_only,burst,0.2947738095238095
SS,SS/catalogue_delay/3,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_delay/4,baro,burst,0.28785353535353536
SS,SS/catalogue_delay/4,median_shift,burst,0.8799999999999999
SS,SS/catalogue_delay/4,nsigma,burst,0.9366666666666666
SS,SS/catalogue_delay/4,qarca,burst,0.965
SS,SS/catalogue_delay/4,qarca_no_incident_train,burst,0.975
SS,SS/catalogue_delay/4,qarca_no_quality,burst,0.975
SS,SS/catalogue_delay/4,qarca_no_quality_original,burst,0.9266666666666666
SS,SS/catalogue_delay/4,qarca_original_train,burst,0.925
SS,SS/catalogue_delay/4,qarca_quality_only,burst,0.300813492063492
SS,SS/catalogue_delay/4,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_delay/5,baro,burst,0.3787936507936508
SS,SS/catalogue_delay/5,median_shift,burst,0.45777777777777773
SS,SS/catalogue_delay/5,nsigma,burst,0.98
SS,SS/catalogue_delay/5,qarca,burst,0.95
SS,SS/catalogue_delay/5,qarca_no_incident_train,burst,0.96
SS,SS/catalogue_delay/5,qarca_no_quality,burst,0.96
SS,SS/catalogue_delay/5,qarca_no_quality_original,burst,0.95
SS,SS/catalogue_delay/5,qarca_original_train,burst,0.95
SS,SS/catalogue_delay/5,qarca_quality_only,burst,0.3357380952380952
SS,SS/catalogue_delay/5,qarca_structural_only,burst,0.33333333333333326
SS,SS/catalogue_disk/1,baro,burst,0.26244466644466646
SS,SS/catalogue_disk/1,median_shift,burst,0.9033333333333333
SS,SS/catalogue_disk/1,nsigma,burst,0.3183333333333333
SS,SS/catalogue_disk/1,qarca,burst,0.98
SS,SS/catalogue_disk/1,qarca_no_incident_train,burst,0.99
SS,SS/catalogue_disk/1,qarca_no_quality,burst,0.99
SS,SS/catalogue_disk/1,qarca_no_quality_original,burst,0.9766666666666667
