system,mechanism,rate,method,incidents,reciprocal_rank,reciprocal_rank_sd,avg_at_5,hit_at_1,hit_at_3,hit_at_5,normalized_rank,elapsed_ms,realized_rate,reciprocal_rank_se
OB,stream,0.5,nsigma,125,0.6996514640914641,0.18329942638082847,0.7504,0.5736,0.7792,0.8568,0.1455372549019608,38.69813879975118,0.496288552644778,0.016394799104970027
OB,stream,0.5,qarca,125,0.7462330913530913,0.18185362635580907,0.79488,0.632,0.8144,0.9008,0.10869411764705882,41.63049808028154,0.496288552644778,0.016265482819457458
OB,stream,0.5,qarca_no_incident_train,125,0.7432131113331113,0.1815692632219186,0.78704,0.632,0.8136,0.8824,0.11326153846153846,41.36597496010363,0.496288552644778,0.0162400486075505
OB,stream,0.5,qarca_no_quality,125,0.7393127561327562,0.17963606511092192,0.7758400000000001,0.6336,0.8048,0.8576,0.12114268476621418,41.21136231836863,0.496288552644778,0.016067138111943987
OB,stream,0.5,qarca_no_quality_original,125,0.711458093018093,0.1614029309512301,0.7529600000000001,0.5943999999999999,0.7864,0.8392000000000001,0.14310799396681748,41.17898800014518,0.496288552644778,0.01443631701498621
OB,stream,0.5,qarca_original_train,125,0.40936417948065007,0.11773306343473432,0.42528,0.24880000000000002,0.4224,0.6032000000000001,0.34225067873303167,41.42238431903534,0.496288552644778,0.010530365321574432
OB,stream,0.5,qarca_quality_only,125,0.2621784704184704,0.08714018623973936,0.26528,0.0712,0.26,0.4752,0.4087131221719457,40.95949775949121,0.496288552644778,0.007794055200161959
OB,stream,0.5,qarca_structural_only,125,0.14720000000000003,0.1817962938926926,0.0688,0.04,0.088,0.088,0.6897737556561087,40.83325632004998,0.496288552644778,0.01626035484806362
SS,burst,0.1,baro,125,0.40851460317460314,0.27558411006660427,0.49776,0.1752,0.4904,0.8048,0.12170718614718612,401.78049695966763,0.10001333715196477,0.024648992145108448
SS,burst,0.1,median_shift,125,0.5906904761904761,0.31207382313354065,0.7216,0.35760000000000003,0.7976,0.9368,0.06559549783549781,116.9685545604676,0.10001333715196477,0.027912731300993733
SS,burst,0.1,nsigma,125,0.7514266666666666,0.2834415277294015,0.8683200000000001,0.5608,0.9432,0.9927999999999999,0.03083999999999999,332.3281335205771,0.10001333715196477,0.025351780945973335
SS,burst,0.1,qarca,125,0.9406179710144928,0.19436440531166624,0.9544,0.9144,0.964,0.968,0.03509090909090909,532.873825199809,0.10001333715196477,0.017384480907328276
SS,burst,0.1,qarca_no_incident_train,125,0.9367913043478261,0.20268357876486773,0.95248,0.908,0.964,0.968,0.03552727272727273,532.4142456806264,0.10001333715196477,0.018128570401647084
SS,burst,0.1,qarca_no_quality,125,0.9493913043478261,0.18887334101134187,0.95904,0.9304,0.968,0.968,0.03403636363636363,532.247390481038,0.10001333715196477,0.01689334518555437
SS,burst,0.1,qarca_no_quality_original,125,0.909191304347826,0.23617461066127757,0.93664,0.8623999999999999,0.96,0.968,0.03916363636363636,532.207630799571,0.10001333715196477,0.021124099359926526
SS,burst,0.1,qarca_original_train,125,0.8836979710144928,0.24456577890884929,0.92288,0.82,0.9576,0.968,0.04229454545454545,532.4989748003893,0.10001333715196477,0.02187462826441485
SS,burst,0.1,qarca_quality_only,125,0.4164352380952381,0.21736734826526566,0.46128,0.2144,0.4496,0.7056,0.13765056277056276,531.8780489598867,0.10001333715196477,0.0194419266724002
SS,burst,0.1,qarca_structural_only,125,0.28413333333333335,0.1199024394333946,0.3984,0.008,0.44,0.864,0.1383619047619047,531.6767462401651,0.10001333715196477,0.010724400209644868
SS,burst,0.3,baro,125,0.30642695304695305,0.1974169472249491,0.30016000000000004,0.1368,0.308,0.4496,0.23828709956709954,393.5945590401534,0.3000163212467645,0.017657508556218986
SS,burst,0.3,median_shift,125,0.5276638961038961,0.27957230747423883,0.65952,0.2824,0.7367999999999999,0.9024,0.0823664069264069,115.2303580803331,0.3000163212467645,0.02500570736555482
SS,burst,0.3,nsigma,125,0.7402266666666667,0.2678424468677173,0.8579199999999999,0.5504,0.9432,0.9927999999999999,0.033254545454545446,325.9766828802414,0.3000163212467645,0.023956556738243658
