method,mechanism,rate,incidents,normalized_rank_mean,normalized_rank_p90,miss_at_1,miss_at_3,miss_at_5,worst_rank_fraction,root_unscorable_fraction
qarca_no_quality_original,incident,0.1,375,0.05649163057395756,0.18666666666666706,0.39066666666666666,0.24213333333333334,0.1576,0.0,0.0
qarca_no_quality_original,incident,0.3,375,0.19897722900548012,0.4310144927536233,0.8296000000000001,0.6648000000000001,0.488,0.0,0.0
qarca_no_quality_original,incident,0.5,375,0.2287520848181112,0.4666666666666667,0.8952,0.7183999999999999,0.5208,0.0,0.0
qarca_no_quality_original,none,0.0,375,0.027721387790953,0.0579710144927536,0.19733333333333333,0.08,0.02666666666666667,0.010666666666666666,0.0
qarca_no_quality_original,point,0.1,375,0.027187615283267453,0.057391304347826105,0.1968,0.0808,0.025866666666666666,0.0104,0.0
qarca_no_quality_original,point,0.3,375,0.026708739569609133,0.05391304347826101,0.19440000000000002,0.0784,0.026933333333333333,0.010133333333333333,0.0
qarca_no_quality_original,point,0.5,375,0.025568467281510753,0.04913043478260874,0.1904,0.07653333333333333,0.026933333333333333,0.009333333333333334,0.0
qarca_no_quality_original,stream,0.1,375,0.029588528765920066,0.05898550724637682,0.2112,0.08346666666666668,0.028,0.010133333333333333,0.0
qarca_no_quality_original,stream,0.3,375,0.04355196339316219,0.11757575757575758,0.2656,0.10586666666666668,0.05039999999999999,0.008266666666666667,0.0010666666666666667
qarca_no_quality_original,stream,0.5,375,0.06792923348447716,0.19666666666666682,0.34186666666666665,0.15626666666666666,0.09680000000000001,0.0056,0.010666666666666666
qarca_original_train,burst,0.1,375,0.04291659176856107,0.09818181818181826,0.2674666666666667,0.10506666666666667,0.04746666666666667,0.010933333333333333,0.0
qarca_original_train,burst,0.3,375,0.05909308825775523,0.14666666666666683,0.32133333333333336,0.136,0.07653333333333333,0.010133333333333333,0.0
qarca_original_train,burst,0.5,375,0.09144641941890741,0.17608695652173914,0.6824,0.3221333333333333,0.16746666666666665,0.012,0.0
qarca_original_train,incident,0.1,375,0.2647665640127756,0.6703030303030305,0.6434666666666667,0.5509333333333333,0.4770666666666667,0.023466666666666667,0.0
qarca_original_train,incident,0.3,375,0.5277465351917713,0.9333333333333333,0.9757333333333332,0.9343999999999999,0.8757333333333333,0.08906666666666667,0.0
qarca_original_train,incident,0.5,375,0.4833902023094876,0.9166666666666666,0.9754666666666667,0.9122666666666668,0.8298666666666666,0.06506666666666666,0.0
qarca_original_train,none,0.0,375,0.02905032938076416,0.0833333333333333,0.208,0.08266666666666667,0.029333333333333333,0.010666666666666666,0.0
qarca_original_train,point,0.1,375,0.02809020641194554,0.06988142292490122,0.20426666666666665,0.0776,0.029333333333333333,0.0104,0.0
qarca_original_train,point,0.3,375,0.028013350900307415,0.06608695652173914,0.20453333333333334,0.0816,0.029599999999999998,0.010133333333333333,0.0
qarca_original_train,point,0.5,375,0.02724321475625823,0.06724637681159447,0.20373333333333335,0.08026666666666667,0.03253333333333333,0.009333333333333334,0.0
qarca_original_train,stream,0.1,375,0.057640368417209306,0.15833333333333333,0.27386666666666665,0.12053333333333334,0.06853333333333333,0.016533333333333334,0.0
qarca_original_train,stream,0.3,375,0.10387275498177123,0.3350000000000004,0.3864,0.20666666666666667,0.1456,0.015733333333333335,0.0010666666666666667
qarca_original_train,stream,0.5,375,0.1432978975510599,0.39166666666666666,0.4952,0.3184,0.20906666666666668,0.01626666666666667,0.010666666666666666
qarca_quality_only,burst,0.1,375,0.22497599573215146,0.45,0.8594666666666667,0.6738666666666666,0.48133333333333334,0.0,0.0
qarca_quality_only,burst,0.3,375,0.2268358562296302,0.4333333333333333,0.8616,0.6730666666666667,0.4968,0.0018666666666666669,0.0
qarca_quality_only,burst,0.5,375,0.25229319172068637,0.4583333333333333,0.8898666666666666,0.7042666666666667,0.5392,0.0013333333333333333,0.0
qarca_quality_only,incident,0.1,375,0.07540773120055422,0.2272727272727272,0.5653333333333334,0.28746666666666665,0.1576,0.0,0.0
qarca_quality_only,incident,0.3,375,0.039492275038019053,0.15878787878787876,0.35280000000000006,0.1501333333333333,0.09173333333333333,0.0,0.0
qarca_quality_only,incident,0.5,375,0.04298368222510291,0.14884057971014514,0.356,0.15466666666666667,0.09466666666666666,0.0,0.0
qarca_quality_only,none,0.0,375,0.3635164450293012,0.75,0.8426666666666667,0.7653333333333333,0.7466666666666667,0.0,0.0
qarca_quality_only,point,0.1,375,0.22370354904991985,0.4583333333333333,0.8178666666666666,0.6418666666666666,0.46640000000000004,0.0,0.0
qarca_quality_only,point,0.3,375,0.22570036695786633,0.4583333333333333,0.8314666666666667,0.66,0.4842666666666667,0.0,0.0
qarca_quality_only,point,0.5,375,0.2296442177092946,0.4583333333333333,0.84,0.6682666666666667,0.5,0.0,0.0
qarca_quality_only,stream,0.1,375,0.2715400873156357,0.55,0.8984,0.7263999999999999,0.5845333333333333,0.0,0.0
qarca_quality_only,stream,0.3,375,0.2529880928560371,0.47615384615384615,0.9122666666666668,0.7392,0.5725333333333333,0.0018666666666666669,0.0010666666666666667
qarca_quality_only,stream,0.5,375,0.2556964610368119,0.45,0.92,0.7394666666666667,0.5589333333333333,0.010666666666666666,0.010666666666666666
qarca_structural_only,burst,0.1,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,burst,0.3,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,burst,0.5,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,incident,0.1,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,incident,0.3,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,incident,0.5,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,none,0.0,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,point,0.1,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,point,0.3,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,point,0.5,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,stream,0.1,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0
qarca_structural_only,stream,0.3,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.0010666666666666667
qarca_structural_only,stream,0.5,375,0.35204059334475385,0.75,0.92,0.7386666666666667,0.5946666666666667,0.0,0.010666666666666666
