system,fault,mechanism,rate,method,incidents,reciprocal_rank,reciprocal_rank_sd,avg_at_5,hit_at_1,hit_at_3,hit_at_5,normalized_rank,elapsed_ms,realized_rate,reciprocal_rank_se
OB,cpu,point,0.1,qarca_no_quality,25,0.946,0.15132745950421558,0.9784,0.892,1.0,1.0,0.008999999999999998,47.5670035998337,0.1,0.030265491900843117
OB,cpu,point,0.1,qarca_no_quality_original,25,0.946,0.15132745950421558,0.9784,0.892,1.0,1.0,0.008999999999999998,47.54420199734159,0.1,0.030265491900843117
OB,cpu,point,0.1,qarca_original_train,25,0.956,0.13868429375143146,0.9823999999999999,0.912,1.0,1.0,0.007333333333333331,47.78402320086025,0.1,0.02773685875028629
OB,cpu,point,0.1,qarca_quality_only,25,0.2226079365079365,0.0414017331828031,0.2336,0.008,0.24400000000000002,0.46399999999999997,0.4026274509803921,47.315132800489664,0.1,0.008280346636560621
OB,cpu,point,0.1,qarca_structural_only,25,0.1,0.0,0.0,0.0,0.0,0.0,0.7411764705882353,47.2039479969535,0.1,0.0
OB,cpu,point,0.3,baro,25,0.92,0.17795130420052185,0.968,0.84,1.0,1.0,0.013333333333333329,62.76623560208827,0.3,0.035590260840104374
OB,cpu,point,0.3,median_shift,25,0.794,0.2462628075255587,0.9079999999999999,0.612,1.0,1.0,0.038333333333333316,11.312779198866338,0.3,0.049252561505111744
OB,cpu,point,0.3,nsigma,25,0.8906666666666666,0.22822178946188554,0.9456,0.8079999999999999,1.0,1.0,0.022666666666666658,52.92662919871509,0.3,0.045644357892377106
OB,cpu,point,0.3,qarca,25,0.9440000000000001,0.15567059238447492,0.9776,0.888,1.0,1.0,0.009333333333333329,44.471688396064565,0.3,0.031134118476894984
OB,cpu,point,0.3,qarca_no_incident_train,25,0.9440000000000001,0.15567059238447492,0.9776,0.888,1.0,1.0,0.009333333333333329,44.17724799667485,0.3,0.031134118476894984
OB,cpu,point,0.3,qarca_no_quality,25,0.9440000000000001,0.15567059238447492,0.9776,0.888,1.0,1.0,0.009333333333333329,44.023685997817665,0.3,0.031134118476894984
OB,cpu,point,0.3,qarca_no_quality_original,25,0.9440000000000001,0.15567059238447492,0.9776,0.888,1.0,1.0,0.009333333333333329,43.974940397311,0.3,0.031134118476894984
OB,cpu,point,0.3,qarca_original_train,25,0.9520000000000001,0.14177446878757824,0.9808,0.904,1.0,1.0,0.007999999999999997,44.2587379955221,0.3,0.028354893757515647
OB,cpu,point,0.3,qarca_quality_only,25,0.23596825396825394,0.05032998734120997,0.2544,0.016,0.264,0.46399999999999997,0.3920392156862745,43.79643120011315,0.3,0.010065997468241994
OB,cpu,point,0.3,qarca_structural_only,25,0.1,0.0,0.0,0.0,0.0,0.0,0.7411764705882353,43.68841719813645,0.3,0.0
OB,cpu,point,0.5,baro,25,0.9166666666666667,0.16562172428626495,0.9656,0.836,1.0,1.0,0.014333333333333326,61.12915280065499,0.5,0.03312434485725299
